SEQ_NO,SCCNT_YM,ORIGIN_ID,REPRSNT_KWRD_NM,SRCHWRD_NM,SCCNT_VALUE,ORIGIN_CL_NM
"18758","2021-01","763","강릉단오제","강릉단오제","1280","문화축제"
"18301","2021-01","997","2014 안양시민축제","안양시민축제","20","문화축제"
"18307","2021-01","992","2015 안양 시민축제","안양시민축제","20","문화축제"
"18313","2021-01","396","2016 대가야체험축제","대가야체험축제","32","문화축제"
"18319","2021-01","945","2016 대구약령시한방문화축제","대구약령시한방문화축제","60","문화축제"
"18325","2021-01","994","2016 안양 시민축제","안양시민축제","20","문화축제"
"18331","2021-01","996","2016 제5회 안양공공예술프로젝트","안양공공예술프로젝트","16","문화축제"
"18337","2021-01","819","2016 평생학습 박람회 & 제6회 도서관책문화축제","평생학습박람회","50","문화축제"
"18343","2021-01","283","2017 겨울공주군밤축제","겨울공주군밤축제","2710","문화축제"
"18347","2021-01","952","2017 대구약령시한방문화축제","대구약령시한방문화축제","60","문화축제"
"18354","2021-01","1001","2017 안양 시민축제","안양시민축제","20","문화축제"
"18363","2021-01","628","2017 얼음나라화천 산천어축제","얼음나라화천산천어축제","1140","문화축제"
"18369","2021-01","4","2017 영동곶감축제","영동곶감축제","3130","문화축제"
"18375","2021-01","385","2017 음식 문화축제","음식문화축제","12","문화축제"
"18382","2021-01","287","2018 계룡산산신제","계룡산산신제","20","문화축제"
"18393","2021-01","962","2018 대구약령시한방문화축제","대구약령시한방문화축제","60","문화축제"
"18400","2021-01","1123","2018 무안황토갯벌축제","무안황토갯벌축제","19","문화축제"
"18407","2021-01","799","2018 안산 김홍도축제","안산김홍도축제","13","문화축제"
"18413","2021-01","1005","2018 안양 시민축제","안양시민축제","20","문화축제"
"18429","2021-01","386","2018 음식 문화축제","음식문화축제","12","문화축제"
"18432","2021-01","501","2018 전주비빔밥축제","전주비빔밥축제","90","문화축제"
"18438","2021-01","1056","2018 정선고드름축제","정선고드름축제","39","문화축제"
"18441","2021-01","463","2018 제2회 광진교 페스티벌","광진교페스티벌","13","문화축제"
"18443","2021-01","444","2018 종로한복축제","종로한복축제","29","문화축제"
"18449","2021-01","1094","2019 강남페스티벌","강남페스티벌","60","문화축제"
"18459","2021-01","296","2019 계룡산산신제","계룡산산신제","20","문화축제"
"18465","2021-01","609","2019 고양가을꽃축제","고양가을꽃축제","80","문화축제"
"18471","2021-01","597","2019 고양국제꽃박람회","고양국제꽃박람회","490","문화축제"
"18477","2021-01","602","2019 고양행주문화제","고양행주문화제","47","문화축제"
"18483","2021-01","610","2019 고양호수예술축제","고양호수예술축제","70","문화축제"
"18489","2021-01","295","2019 공주 석장리 구석기축제","공주석장리구석기축제","16","문화축제"
"18495","2021-01","863","2019 곶자왈 반딧불이 축제","곶자왈반딧불이축제","38","문화축제"
"18501","2021-01","306","2019 군포철쭉축제","군포철쭉축제","90","문화축제"
"18507","2021-01","223","2019 금정산성축제","금정산성축제","19","문화축제"
"18512","2021-01","975","2019 대구약령시한방문화축제","대구약령시한방문화축제","60","문화축제"
"18526","2021-01","150","2019 보정역생활문화센터 <청춘파티  - 특별프로그램>","보정역생활문화센터","140","문화축제"
"18532","2021-01","889","2019 부평풍물대축제","부평풍물대축제","110","문화축제"
"18545","2021-01","382","2019 수원연극축제","수원연극축제","60","문화축제"
"18551","2021-01","365","2019 순천 푸드앤아트 페스티벌","순천푸드앤아트페스티벌","20","문화축제"
"18557","2021-01","152","2019 신안 섬 갯벌 축제","신안섬갯벌축제","15","문화축제"
"18563","2021-01","1057","2019 안성맞춤 남사당 바우덕이축제","안성맞춤남사당바우덕이축제","10","문화축제"
"18569","2021-01","980","2019 여주오곡나루축제(취소)","여주오곡나루축제","40","문화축제"
"18575","2021-01","36","2019 예천세계활축제","예천세계활축제","19","문화축제"
"18588","2021-01","387","2019 음식 문화축제","음식문화축제","12","문화축제"
"18591","2021-01","54","2019 정읍벚꽃축제","정읍벚꽃축제","20","문화축제"
"18597","2021-01","462","2019 제8회 서울동화축제","서울동화축제","30","문화축제"
"18603","2021-01","864","2019 제주 메밀축제","제주메밀축제","12","문화축제"
"18609","2021-01","664","2019 제주들불축제","제주들불축제","1350","문화축제"
"18615","2021-01","665","2019 제주왕벚꽃축제","제주왕벚꽃축제","140","문화축제"
"18621","2021-01","252","2019 중딩영화제","중딩영화제","13","문화축제"
"18624","2021-01","400","2019 진안홍삼축제","진안홍삼축제","80","문화축제"
"18633","2021-01","292","2019겨울공주군밤축제","겨울공주군밤축제","2710","문화축제"
"18637","2021-01","513","2019년 울산 마두희 축제","울산마두희축제","26","문화축제"
"18643","2021-01","506","2019년 제15회 해운대모래축제","해운대모래축제","230","문화축제"
"18649","2021-01","514","2019년 한글문화예술제","한글문화예술제","17","문화축제"
"18657","2021-01","487","2019청도반시축제","청도반시축제","19","문화축제"
"18663","2021-01","488","2019청도세계코미디아트페스티벌","청도세계코미디아트페스티벌","22","문화축제"
"18665","2021-01","485","2019청도소싸움축제","청도소싸움축제","20","문화축제"
"18671","2021-01","694","2019컬러풀대구페스티벌","컬러풀대구페스티벌","19","문화축제"
"18681","2021-01","910","「제34회 대구약령시 한방문화축제」","대구약령시한방문화축제","60","문화축제"
"18687","2021-01","917","「제35회 대구약령시 한방문화축제」","대구약령시한방문화축제","60","문화축제"
"18693","2021-01","924","「제36회 대구약령시 한방문화축제」","대구약령시한방문화축제","60","문화축제"
"18699","2021-01","931","「제37회 대구약령시 한방문화축제」","대구약령시한방문화축제","60","문화축제"
"18705","2021-01","235","가야문화축제","가야문화축제","430","문화축제"
"18711","2021-01","845","가파도청보리축제","가파도청보리축제","2270","문화축제"
"18717","2021-01","154","간재미 축제","간재미축제","21","문화축제"
"18722","2021-01","1120","간절곶해맞이","간절곶해맞이","50","문화축제"
"18732","2021-01","366","감천문화마을 골목축제","감천문화마을골목축제","13","문화축제"
"18740","2021-01","111","강감찬축제","강감찬축제","60","문화축제"
"18746","2021-01","187","강경젓갈축제","강경젓갈축제","190","문화축제"
"18752","2021-01","586","강동선사문화축제","강동선사문화축제","70","문화축제"
"18764","2021-01","764","강릉커피축제","강릉커피축제","260","문화축제"
"18771","2021-01","115","개천예술제","개천예술제","130","문화축제"
"18777","2021-01","437","거제 대구수산물 축제","거제대구수산물축제","370","문화축제"
"18780","2021-01","436","거제 섬꽃축제","거제섬꽃축제","190","문화축제"
"18789","2021-01","434","거제맥주축제","거제맥주축제","30","문화축제"
"18795","2021-01","615","거창크리스마스트리문화축제","거창크리스마스트리문화축제","570","문화축제"
"18801","2021-01","614","거창한마당대축제","거창한마당대축제","23","문화축제"
"18807","2021-01","101","겨울왕국 제천페스티벌","겨울왕국제천페스티벌","90","문화축제"
"18813","2021-01","766","경산자인단오제","경산자인단오제","30","문화축제"
"18820","2021-01","760","계룡군문화축제","계룡군문화축제","110","문화축제"
"18830","2021-01","280","계룡산산신제","계룡산산신제","20","문화축제"
