SEQ_NO,SCCNT_YM,ORIGIN_ID,REPRSNT_KWRD_NM,SRCHWRD_NM,SCCNT_VALUE,ORIGIN_CL_NM
"18760","2021-03","763","강릉단오제","강릉단오제","2610","문화축제"
"18303","2021-03","997","2014 안양시민축제","안양시민축제","70","문화축제"
"18309","2021-03","992","2015 안양 시민축제","안양시민축제","70","문화축제"
"18315","2021-03","396","2016 대가야체험축제","대가야체험축제","50","문화축제"
"18321","2021-03","945","2016 대구약령시한방문화축제","대구약령시한방문화축제","80","문화축제"
"18327","2021-03","994","2016 안양 시민축제","안양시민축제","70","문화축제"
"18333","2021-03","996","2016 제5회 안양공공예술프로젝트","안양공공예술프로젝트","28","문화축제"
"18339","2021-03","819","2016 평생학습 박람회 & 제6회 도서관책문화축제","평생학습박람회","60","문화축제"
"18349","2021-03","952","2017 대구약령시한방문화축제","대구약령시한방문화축제","80","문화축제"
"18356","2021-03","1001","2017 안양 시민축제","안양시민축제","70","문화축제"
"18360","2021-03","998","2017 안양충훈벚꽃축제","안양충훈벚꽃축제","320","문화축제"
"18365","2021-03","628","2017 얼음나라화천 산천어축제","얼음나라화천산천어축제","130","문화축제"
"18371","2021-03","4","2017 영동곶감축제","영동곶감축제","40","문화축제"
"18376","2021-03","385","2017 음식 문화축제","음식문화축제","14","문화축제"
"18379","2021-03","289","2018 계룡산벚꽃축제","계룡산벚꽃축제","210","문화축제"
"18384","2021-03","287","2018 계룡산산신제","계룡산산신제","40","문화축제"
"18389","2021-03","286","2018 공주 석장리 세계구석기축제","공주석장리세계구석기축제","210","문화축제"
"18395","2021-03","962","2018 대구약령시한방문화축제","대구약령시한방문화축제","80","문화축제"
"18402","2021-03","1123","2018 무안황토갯벌축제","무안황토갯벌축제","16","문화축제"
"18409","2021-03","799","2018 안산 김홍도축제","안산김홍도축제","30","문화축제"
"18415","2021-03","1005","2018 안양 시민축제","안양시민축제","70","문화축제"
"18420","2021-03","1002","2018 안양충훈벚꽃축제","안양충훈벚꽃축제","320","문화축제"
"18423","2021-03","313","2018 연제고분판타지축제","연제고분판타지축제","16","문화축제"
"18430","2021-03","386","2018 음식 문화축제","음식문화축제","14","문화축제"
"18434","2021-03","501","2018 전주비빔밥축제","전주비빔밥축제","270","문화축제"
"18445","2021-03","444","2018 종로한복축제","종로한복축제","420","문화축제"
"18451","2021-03","1094","2019 강남페스티벌","강남페스티벌","100","문화축제"
"18456","2021-03","298","2019 계룡산벚꽃축제","계룡산벚꽃축제","210","문화축제"
"18461","2021-03","296","2019 계룡산산신제","계룡산산신제","40","문화축제"
"18467","2021-03","609","2019 고양가을꽃축제","고양가을꽃축제","230","문화축제"
"18473","2021-03","597","2019 고양국제꽃박람회","고양국제꽃박람회","1190","문화축제"
"18479","2021-03","602","2019 고양행주문화제","고양행주문화제","60","문화축제"
"18485","2021-03","610","2019 고양호수예술축제","고양호수예술축제","70","문화축제"
"18491","2021-03","295","2019 공주 석장리 구석기축제","공주석장리구석기축제","17","문화축제"
"18497","2021-03","863","2019 곶자왈 반딧불이 축제","곶자왈반딧불이축제","260","문화축제"
"18503","2021-03","306","2019 군포철쭉축제","군포철쭉축제","750","문화축제"
"18508","2021-03","223","2019 금정산성축제","금정산성축제","19","문화축제"
"18514","2021-03","975","2019 대구약령시한방문화축제","대구약령시한방문화축제","80","문화축제"
"18518","2021-03","873","2019 대전 서구힐링 아트페스티벌","대전서구힐링아트페스티벌","15","문화축제"
"18522","2021-03","121","2019 동작복지나눔축제","동작복지나눔축제","10","문화축제"
"18528","2021-03","150","2019 보정역생활문화센터 <청춘파티  - 특별프로그램>","보정역생활문화센터","170","문화축제"
