SEQ_NO,SCCNT_YM,ORIGIN_ID,REPRSNT_KWRD_NM,SRCHWRD_NM,SCCNT_VALUE,ORIGIN_CL_NM
"24072","2021-12","602","2019 고양행주문화제","고양행주문화제","130","문화축제"
"24044","2021-12","997","2014 안양시민축제","안양시민축제","50","문화축제"
"24045","2021-12","992","2015 안양 시민축제","안양시민축제","50","문화축제"
"24046","2021-12","396","2016 대가야체험축제","대가야체험축제","25","문화축제"
"24047","2021-12","945","2016 대구약령시한방문화축제","대구약령시한방문화축제","120","문화축제"
"24048","2021-12","994","2016 안양 시민축제","안양시민축제","50","문화축제"
"24049","2021-12","996","2016 제5회 안양공공예술프로젝트","안양공공예술프로젝트","37","문화축제"
"24050","2021-12","819","2016 평생학습 박람회 & 제6회 도서관책문화축제","평생학습박람회","70","문화축제"
"24051","2021-12","283","2017 겨울공주군밤축제","겨울공주군밤축제","160","문화축제"
"24052","2021-12","952","2017 대구약령시한방문화축제","대구약령시한방문화축제","120","문화축제"
"24053","2021-12","1001","2017 안양 시민축제","안양시민축제","50","문화축제"
"24054","2021-12","628","2017 얼음나라화천 산천어축제","얼음나라화천산천어축제","770","문화축제"
"24055","2021-12","4","2017 영동곶감축제","영동곶감축제","2340","문화축제"
"24056","2021-12","385","2017 음식 문화축제","음식문화축제","20","문화축제"
"24057","2021-12","289","2018 계룡산벚꽃축제","계룡산벚꽃축제","14","문화축제"
"24058","2021-12","286","2018 공주 석장리 세계구석기축제","공주석장리세계구석기축제","50","문화축제"
"24059","2021-12","962","2018 대구약령시한방문화축제","대구약령시한방문화축제","120","문화축제"
"24060","2021-12","1123","2018 무안황토갯벌축제","무안황토갯벌축제","40","문화축제"
"24061","2021-12","799","2018 안산 김홍도축제","안산김홍도축제","11","문화축제"
"24062","2021-12","1005","2018 안양 시민축제","안양시민축제","50","문화축제"
"24063","2021-12","386","2018 음식 문화축제","음식문화축제","20","문화축제"
"24064","2021-12","501","2018 전주비빔밥축제","전주비빔밥축제","200","문화축제"
"24065","2021-12","1056","2018 정선고드름축제","정선고드름축제","60","문화축제"
"24066","2021-12","463","2018 제2회 광진교 페스티벌","광진교페스티벌","29","문화축제"
"24067","2021-12","444","2018 종로한복축제","종로한복축제","120","문화축제"
"24068","2021-12","1094","2019 강남페스티벌","강남페스티벌","90","문화축제"
"24069","2021-12","298","2019 계룡산벚꽃축제","계룡산벚꽃축제","14","문화축제"
"24070","2021-12","609","2019 고양가을꽃축제","고양가을꽃축제","40","문화축제"
"24071","2021-12","597","2019 고양국제꽃박람회","고양국제꽃박람회","730","문화축제"
"24073","2021-12","610","2019 고양호수예술축제","고양호수예술축제","210","문화축제"
"24074","2021-12","863","2019 곶자왈 반딧불이 축제","곶자왈반딧불이축제","20","문화축제"
"24075","2021-12","306","2019 군포철쭉축제","군포철쭉축제","40","문화축제"
"24076","2021-12","975","2019 대구약령시한방문화축제","대구약령시한방문화축제","120","문화축제"
"24077","2021-12","873","2019 대전 서구힐링 아트페스티벌","대전서구힐링아트페스티벌","720","문화축제"
"24078","2021-12","836","2019 대한민국 국향대전","대한민국국향대전","40","문화축제"
"24079","2021-12","150","2019 보정역생활문화센터 <청춘파티  - 특별프로그램>","보정역생활문화센터","230","문화축제"
"24080","2021-12","889","2019 부평풍물대축제","부평풍물대축제","470","문화축제"
"24081","2021-12","384","2019 수원등불축제","수원등불축제","13","문화축제"
"24082","2021-12","382","2019 수원연극축제","수원연극축제","60","문화축제"
"24083","2021-12","365","2019 순천 푸드앤아트 페스티벌","순천푸드앤아트페스티벌","80","문화축제"
"24084","2021-12","1057","2019 안성맞춤 남사당 바우덕이축제","안성맞춤남사당바우덕이축제","30","문화축제"
"24085","2021-12","980","2019 여주오곡나루축제(취소)","여주오곡나루축제","200","문화축제"
"24086","2021-12","36","2019 예천세계활축제","예천세계활축제","10","문화축제"
"24087","2021-12","387","2019 음식 문화축제","음식문화축제","20","문화축제"
"24088","2021-12","54","2019 정읍벚꽃축제","정읍벚꽃축제","18","문화축제"
"24089","2021-12","462","2019 제8회 서울동화축제","서울동화축제","40","문화축제"
"24090","2021-12","664","2019 제주들불축제","제주들불축제","1150","문화축제"
"24091","2021-12","665","2019 제주왕벚꽃축제","제주왕벚꽃축제","80","문화축제"
"24092","2021-12","252","2019 중딩영화제","중딩영화제","340","문화축제"
"24093","2021-12","400","2019 진안홍삼축제","진안홍삼축제","80","문화축제"
"24094","2021-12","256","2019 청소년창작영상제","청소년창작영상제","20","문화축제"
"24095","2021-12","62","2019 하하페스티벌","하하페스티벌","230","문화축제"
"24096","2021-12","292","2019겨울공주군밤축제","겨울공주군밤축제","160","문화축제"
"24097","2021-12","513","2019년 울산 마두희 축제","울산마두희축제","70","문화축제"
"24098","2021-12","506","2019년 제15회 해운대모래축제","해운대모래축제","260","문화축제"
"24099","2021-12","487","2019청도반시축제","청도반시축제","30","문화축제"
