SEQ_NO,SCCNT_YM,ORIGIN_ID,REPRSNT_KWRD_NM,SRCHWRD_NM,SCCNT_VALUE,ORIGIN_CL_NM
"23199","2021-10","368","김천예술제","김천예술제","660","문화축제"
"22926","2021-10","997","2014 안양시민축제","안양시민축제","420","문화축제"
"22928","2021-10","992","2015 안양 시민축제","안양시민축제","420","문화축제"
"22930","2021-10","396","2016 대가야체험축제","대가야체험축제","30","문화축제"
"22932","2021-10","945","2016 대구약령시한방문화축제","대구약령시한방문화축제","3120","문화축제"
"22934","2021-10","994","2016 안양 시민축제","안양시민축제","420","문화축제"
"22936","2021-10","996","2016 제5회 안양공공예술프로젝트","안양공공예술프로젝트","50","문화축제"
"22938","2021-10","819","2016 평생학습 박람회 & 제6회 도서관책문화축제","평생학습박람회","1240","문화축제"
"22940","2021-10","283","2017 겨울공주군밤축제","겨울공주군밤축제","20","문화축제"
"22942","2021-10","952","2017 대구약령시한방문화축제","대구약령시한방문화축제","3120","문화축제"
"22944","2021-10","627","2017 물의나라화천 쪽배축제","물의나라화천쪽배축제","25","문화축제"
"22945","2021-10","1001","2017 안양 시민축제","안양시민축제","420","문화축제"
"22947","2021-10","998","2017 안양충훈벚꽃축제","안양충훈벚꽃축제","18","문화축제"
"22949","2021-10","628","2017 얼음나라화천 산천어축제","얼음나라화천산천어축제","420","문화축제"
"22951","2021-10","4","2017 영동곶감축제","영동곶감축제","130","문화축제"
"22953","2021-10","385","2017 음식 문화축제","음식문화축제","70","문화축제"
"22955","2021-10","289","2018 계룡산벚꽃축제","계룡산벚꽃축제","10","문화축제"
"22956","2021-10","287","2018 계룡산산신제","계룡산산신제","130","문화축제"
"22958","2021-10","286","2018 공주 석장리 세계구석기축제","공주석장리세계구석기축제","130","문화축제"
"22960","2021-10","962","2018 대구약령시한방문화축제","대구약령시한방문화축제","3120","문화축제"
"22962","2021-10","290","2018 마곡사토요무대","마곡사토요무대","12","문화축제"
"22963","2021-10","1123","2018 무안황토갯벌축제","무안황토갯벌축제","80","문화축제"
"22965","2021-10","284","2018 백제어울마당","백제어울마당","20","문화축제"
"22966","2021-10","799","2018 안산 김홍도축제","안산김홍도축제","30","문화축제"
"22968","2021-10","1005","2018 안양 시민축제","안양시민축제","420","문화축제"
"22970","2021-10","1002","2018 안양충훈벚꽃축제","안양충훈벚꽃축제","18","문화축제"
"22972","2021-10","313","2018 연제고분판타지축제","연제고분판타지축제","30","문화축제"
"22973","2021-10","285","2018 웅진성수문병 근무교대식","웅진성수문병근무교대식","30","문화축제"
"22974","2021-10","386","2018 음식 문화축제","음식문화축제","70","문화축제"
"22976","2021-10","501","2018 전주비빔밥축제","전주비빔밥축제","5250","문화축제"
"22980","2021-10","444","2018 종로한복축제","종로한복축제","2230","문화축제"
"22982","2021-10","1094","2019 강남페스티벌","강남페스티벌","2980","문화축제"
"22984","2021-10","298","2019 계룡산벚꽃축제","계룡산벚꽃축제","10","문화축제"
"22985","2021-10","296","2019 계룡산산신제","계룡산산신제","130","문화축제"
"22987","2021-10","609","2019 고양가을꽃축제","고양가을꽃축제","21150","문화축제"
"22989","2021-10","597","2019 고양국제꽃박람회","고양국제꽃박람회","730","문화축제"
"22991","2021-10","602","2019 고양행주문화제","고양행주문화제","100","문화축제"
"22993","2021-10","610","2019 고양호수예술축제","고양호수예술축제","970","문화축제"
"22995","2021-10","295","2019 공주 석장리 구석기축제","공주석장리구석기축제","14","문화축제"
"22996","2021-10","863","2019 곶자왈 반딧불이 축제","곶자왈반딧불이축제","80","문화축제"
"22998","2021-10","306","2019 군포철쭉축제","군포철쭉축제","180","문화축제"
"23000","2021-10","223","2019 금정산성축제","금정산성축제","30","문화축제"
"23002","2021-10","333","2019 노은한마음축제","노은한마음축제","31","문화축제"
"23004","2021-10","975","2019 대구약령시한방문화축제","대구약령시한방문화축제","3120","문화축제"
"23006","2021-10","873","2019 대전 서구힐링 아트페스티벌","대전서구힐링아트페스티벌","100","문화축제"
"23008","2021-10","836","2019 대한민국 국향대전","대한민국국향대전","310","문화축제"
"23010","2021-10","293","2019 백제어울마당","백제어울마당","20","문화축제"
"23011","2021-10","150","2019 보정역생활문화센터 <청춘파티  - 특별프로그램>","보정역생활문화센터","280","문화축제"
"23013","2021-10","889","2019 부평풍물대축제","부평풍물대축제","5550","문화축제"
"23015","2021-10","859","2019 사려니숲 에코힐링 체험","사려니숲에코힐링체험","16","문화축제"
