SEQ_NO,SCCNT_YM,ORIGIN_ID,REPRSNT_KWRD_NM,SRCHWRD_NM,SCCNT_VALUE,ORIGIN_CL_NM
"18762","2021-05","763","강릉단오제","강릉단오제","9350","문화축제"
"18305","2021-05","997","2014 안양시민축제","안양시민축제","70","문화축제"
"18311","2021-05","992","2015 안양 시민축제","안양시민축제","70","문화축제"
"18317","2021-05","396","2016 대가야체험축제","대가야체험축제","30","문화축제"
"18323","2021-05","945","2016 대구약령시한방문화축제","대구약령시한방문화축제","490","문화축제"
"18329","2021-05","994","2016 안양 시민축제","안양시민축제","70","문화축제"
"18335","2021-05","996","2016 제5회 안양공공예술프로젝트","안양공공예술프로젝트","40","문화축제"
"18341","2021-05","819","2016 평생학습 박람회 & 제6회 도서관책문화축제","평생학습박람회","80","문화축제"
"18345","2021-05","283","2017 겨울공주군밤축제","겨울공주군밤축제","11","문화축제"
"18351","2021-05","952","2017 대구약령시한방문화축제","대구약령시한방문화축제","490","문화축제"
"18358","2021-05","1001","2017 안양 시민축제","안양시민축제","70","문화축제"
"18362","2021-05","998","2017 안양충훈벚꽃축제","안양충훈벚꽃축제","20","문화축제"
"18367","2021-05","628","2017 얼음나라화천 산천어축제","얼음나라화천산천어축제","160","문화축제"
"18373","2021-05","4","2017 영동곶감축제","영동곶감축제","70","문화축제"
"18386","2021-05","287","2018 계룡산산신제","계룡산산신제","30","문화축제"
"18391","2021-05","286","2018 공주 석장리 세계구석기축제","공주석장리세계구석기축제","510","문화축제"
"18397","2021-05","962","2018 대구약령시한방문화축제","대구약령시한방문화축제","490","문화축제"
"18404","2021-05","1123","2018 무안황토갯벌축제","무안황토갯벌축제","610","문화축제"
"18406","2021-05","284","2018 백제어울마당","백제어울마당","17","문화축제"
"18411","2021-05","799","2018 안산 김홍도축제","안산김홍도축제","40","문화축제"
"18417","2021-05","1005","2018 안양 시민축제","안양시민축제","70","문화축제"
"18419","2021-05","1003","2018 안양여성축제","안양여성축제","10","문화축제"
"18422","2021-05","1002","2018 안양충훈벚꽃축제","안양충훈벚꽃축제","20","문화축제"
"18424","2021-05","313","2018 연제고분판타지축제","연제고분판타지축제","19","문화축제"
