SEQ_NO,SCCNT_YM,ORIGIN_ID,REPRSNT_KWRD_NM,SRCHWRD_NM,SCCNT_VALUE,ORIGIN_CL_NM
24728,"2022-01","111","강감찬축제","강감찬축제",37,"문화축제"
24525,"2022-01","997","2014 안양시민축제","안양시민축제",40,"문화축제"
24528,"2022-01","992","2015 안양 시민축제","안양시민축제",40,"문화축제"
24531,"2022-01","396","2016 대가야체험축제","대가야체험축제",15,"문화축제"
24534,"2022-01","945","2016 대구약령시한방문화축제","대구약령시한방문화축제",60,"문화축제"
24537,"2022-01","994","2016 안양 시민축제","안양시민축제",40,"문화축제"
24540,"2022-01","996","2016 제5회 안양공공예술프로젝트","안양공공예술프로젝트",19,"문화축제"
24543,"2022-01","819","2016 평생학습 박람회 & 제6회 도서관책문화축제","평생학습박람회",70,"문화축제"
24546,"2022-01","283","2017 겨울공주군밤축제","겨울공주군밤축제",90,"문화축제"
24549,"2022-01","952","2017 대구약령시한방문화축제","대구약령시한방문화축제",60,"문화축제"
24552,"2022-01","1001","2017 안양 시민축제","안양시민축제",40,"문화축제"
24557,"2022-01","628","2017 얼음나라화천 산천어축제","얼음나라화천산천어축제",650,"문화축제"
24560,"2022-01","4","2017 영동곶감축제","영동곶감축제",20870,"문화축제"
24565,"2022-01","287","2018 계룡산산신제","계룡산산신제",36,"문화축제"
24568,"2022-01","286","2018 공주 석장리 세계구석기축제","공주석장리세계구석기축제",60,"문화축제"
24571,"2022-01","962","2018 대구약령시한방문화축제","대구약령시한방문화축제",60,"문화축제"
24576,"2022-01","1123","2018 무안황토갯벌축제","무안황토갯벌축제",18,"문화축제"
24581,"2022-01","1005","2018 안양 시민축제","안양시민축제",40,"문화축제"
24589,"2022-01","501","2018 전주비빔밥축제","전주비빔밥축제",100,"문화축제"
24592,"2022-01","1056","2018 정선고드름축제","정선고드름축제",150,"문화축제"
24594,"2022-01","444","2018 종로한복축제","종로한복축제",60,"문화축제"
24597,"2022-01","1094","2019 강남페스티벌","강남페스티벌",40,"문화축제"
24602,"2022-01","296","2019 계룡산산신제","계룡산산신제",36,"문화축제"
24605,"2022-01","609","2019 고양가을꽃축제","고양가을꽃축제",30,"문화축제"
24608,"2022-01","597","2019 고양국제꽃박람회","고양국제꽃박람회",1030,"문화축제"
24611,"2022-01","602","2019 고양행주문화제","고양행주문화제",27,"문화축제"
24614,"2022-01","610","2019 고양호수예술축제","고양호수예술축제",80,"문화축제"
24618,"2022-01","863","2019 곶자왈 반딧불이 축제","곶자왈반딧불이축제",30,"문화축제"
24621,"2022-01","306","2019 군포철쭉축제","군포철쭉축제",40,"문화축제"
24625,"2022-01","975","2019 대구약령시한방문화축제","대구약령시한방문화축제",60,"문화축제"
24628,"2022-01","873","2019 대전 서구힐링 아트페스티벌","대전서구힐링아트페스티벌",100,"문화축제"
24631,"2022-01","836","2019 대한민국 국향대전","대한민국국향대전",16,"문화축제"
24637,"2022-01","150","2019 보정역생활문화센터 <청춘파티  - 특별프로그램>","보정역생활문화센터",110,"문화축제"
24640,"2022-01","889","2019 부평풍물대축제","부평풍물대축제",150,"문화축제"
24645,"2022-01","382","2019 수원연극축제","수원연극축제",170,"문화축제"
24648,"2022-01","365","2019 순천 푸드앤아트 페스티벌","순천푸드앤아트페스티벌",50,"문화축제"
24651,"2022-01","1057","2019 안성맞춤 남사당 바우덕이축제","안성맞춤남사당바우덕이축제",20,"문화축제"
24654,"2022-01","980","2019 여주오곡나루축제(취소)","여주오곡나루축제",60,"문화축제"
24657,"2022-01","36","2019 예천세계활축제","예천세계활축제",20,"문화축제"
24661,"2022-01","54","2019 정읍벚꽃축제","정읍벚꽃축제",50,"문화축제"
24664,"2022-01","462","2019 제8회 서울동화축제","서울동화축제",40,"문화축제"
24669,"2022-01","664","2019 제주들불축제","제주들불축제",2940,"문화축제"
24672,"2022-01","665","2019 제주왕벚꽃축제","제주왕벚꽃축제",220,"문화축제"
24675,"2022-01","252","2019 중딩영화제","중딩영화제",12,"문화축제"
24676,"2022-01","400","2019 진안홍삼축제","진안홍삼축제",70,"문화축제"
24679,"2022-01","292","2019겨울공주군밤축제","겨울공주군밤축제",90,"문화축제"
24682,"2022-01","513","2019년 울산 마두희 축제","울산마두희축제",30,"문화축제"
24685,"2022-01","506","2019년 제15회 해운대모래축제","해운대모래축제",290,"문화축제"
24688,"2022-01","487","2019청도반시축제","청도반시축제",40,"문화축제"
24691,"2022-01","485","2019청도소싸움축제","청도소싸움축제",230,"문화축제"
24696,"2022-01","710","2019해우리문화축제","해우리문화축제",30,"문화축제"
24697,"2022-01","226","4.19혁명 국민문화제 2019","419혁명국민문화제",21,"문화축제"
24701,"2022-01","910","「제34회 대구약령시 한방문화축제」","대구약령시한방문화축제",60,"문화축제"
24704,"2022-01","917","「제35회 대구약령시 한방문화축제」","대구약령시한방문화축제",60,"문화축제"
24707,"2022-01","924","「제36회 대구약령시 한방문화축제」","대구약령시한방문화축제",60,"문화축제"
24710,"2022-01","931","「제37회 대구약령시 한방문화축제」","대구약령시한방문화축제",60,"문화축제"
24713,"2022-01","235","가야문화축제","가야문화축제",140,"문화축제"
24716,"2022-01","845","가파도청보리축제","가파도청보리축제",460,"문화축제"
24719,"2022-01","154","간재미 축제","간재미축제",13,"문화축제"
24722,"2022-01","1120","간절곶해맞이","간절곶해맞이",130,"문화축제"
24724,"2022-01","366","감천문화마을 골목축제","감천문화마을골목축제",18,"문화축제"
24731,"2022-01","187","강경젓갈축제","강경젓갈축제",150,"문화축제"
24734,"2022-01","586","강동선사문화축제","강동선사문화축제",80,"문화축제"
24737,"2022-01","763","강릉단오제","강릉단오제",980,"문화축제"
24740,"2022-01","764","강릉커피축제","강릉커피축제",300,"문화축제"
24745,"2022-01","115","개천예술제","개천예술제",170,"문화축제"
24748,"2022-01","436","거제 섬꽃축제","거제섬꽃축제",140,"문화축제"
24752,"2022-01","615","거창크리스마스트리문화축제","거창크리스마스트리문화축제",1140,"문화축제"
24757,"2022-01","101","겨울왕국 제천페스티벌","겨울왕국제천페스티벌",390,"문화축제"
24760,"2022-01","766","경산자인단오제","경산자인단오제",80,"문화축제"
24763,"2022-01","760","계룡군문화축제","계룡군문화축제",60,"문화축제"
24768,"2022-01","280","계룡산산신제","계룡산산신제",36,"문화축제"
24771,"2022-01","103","계양산국악제","계양산국악제",12,"문화축제"
24774,"2022-01","753","고려산진달래축제","고려산진달래축제",120,"문화축제"
24777,"2022-01","27","고로쇠축제","고로쇠축제",60,"문화축제"
24780,"2022-01","1105","고스트파크","고스트파크",370,"문화축제"
24783,"2022-01","374","고싸움놀이축제","고싸움놀이축제",12,"문화축제"
24785,"2022-01","616","고싸움놀이축제(1차)","고싸움놀이축제",12,"문화축제"
24787,"2022-01","617","고싸움놀이축제(2차)","고싸움놀이축제",12,"문화축제"
24789,"2022-01","326","고창갯벌축제","고창갯벌축제",40,"문화축제"
24792,"2022-01","322","고창모양성제","고창모양성제",30,"문화축제"
24795,"2022-01","325","고창복분자와수박축제","고창복분자와수박축제",14,"문화축제"
24798,"2022-01","323","고창청보리밭축제","고창청보리밭축제",220,"문화축제"
24802,"2022-01","490","고흥 우주항공 축제","고흥우주항공축제",16,"문화축제"
24805,"2022-01","1087","곡성세계장미축제","곡성세계장미축제",120,"문화축제"
24808,"2022-01","1088","곡성심청축제","곡성심청축제",19,"문화축제"
24811,"2022-01","1031","곰취축제","곰취축제",18,"문화축제"
24815,"2022-01","170","공주 석장리 세계구석기축제","공주석장리세계구석기축제",60,"문화축제"
24819,"2022-01","1124","광양매화축제","광양매화축제",5270,"문화축제"
24822,"2022-01","1127","광양숯불구이축제","광양숯불구이축제",45,"문화축제"
24825,"2022-01","1126","광양전어축제","광양전어축제",36,"문화축제"
24828,"2022-01","749","광주 남한산성문화제","광주남한산성문화제",20,"문화축제"
24831,"2022-01","447","광주남한산성문화제","광주남한산성문화제",20,"문화축제"
24834,"2022-01","620","광주세계김치축제","광주세계김치축제",140,"문화축제"
24837,"2022-01","750","광주왕실도자기축제","광주왕실도자기축제",40,"문화축제"
24840,"2022-01","619","광주프린지페스티벌","광주프린지페스티벌",40,"문화축제"
24843,"2022-01","83","괴산고추축제","괴산고추축제",100,"문화축제"
24847,"2022-01","900","군산시간여행축제","군산시간여행축제",70,"문화축제"
24850,"2022-01","448","군포철쭉축제","군포철쭉축제",40,"문화축제"
24855,"2022-01","196","금산인삼축제","금산인삼축제",1160,"문화축제"
24862,"2022-01","191","기지시줄다리기 민속축제","기지시줄다리기민속축제",14,"문화축제"
24865,"2022-01","967","김광석노래부르기","김광석노래부르기",27,"문화축제"
24867,"2022-01","973","김광석추모콘서트","김광석추모콘서트",13,"문화축제"
24869,"2022-01","483","김삿갓문화제","김삿갓문화제",13,"문화축제"
24872,"2022-01","367","김천국제가족연극제","김천국제가족연극제",70,"문화축제"
24879,"2022-01","236","김해분청도자기축제","김해분청도자기축제",190,"문화축제"
24883,"2022-01","630","남도음식문화큰잔치","남도음식문화큰잔치",40,"문화축제"
24887,"2022-01","1091","내 집 앞 세계영화제","내집앞세계영화제",23,"문화축제"
24888,"2022-01","304","노원등축제","노원등축제",14,"문화축제"
24890,"2022-01","305","노원탈축제","노원탈축제",20,"문화축제"
24893,"2022-01","186","논산딸기축제","논산딸기축제",5360,"문화축제"
24896,"2022-01","29","단감축제","단감축제",18,"문화축제"
24899,"2022-01","440","단기4351년 개천절 대제전","개천절대제전",25,"문화축제"
24903,"2022-01","480","단종문화제","단종문화제",20,"문화축제"
24906,"2022-01","466","달마고도 걷기축제","달마고도걷기축제",38,"문화축제"
24909,"2022-01","39","달맞이축제","달맞이축제",20,"문화축제"
24912,"2022-01","792","달배달맞이축제","달배달맞이축제",31,"문화축제"
24913,"2022-01","712","달집태우기","달집태우기",1200,"문화축제"
24916,"2022-01","733","담양대나무축제","담양대나무축제",170,"문화축제"
24919,"2022-01","734","담양산타축제","담양산타축제",120,"문화축제"
24922,"2022-01","1082","대관령눈꽃축제","대관령눈꽃축제",26020,"문화축제"
24926,"2022-01","697","대구국제뮤지컬페스티벌","대구국제뮤지컬페스티벌",360,"문화축제"
24929,"2022-01","696","대구국제오페라축제","대구국제오페라축제",50,"문화축제"
24932,"2022-01","695","대구국제재즈축제","대구국제재즈축제",15,"문화축제"
24936,"2022-01","957","대구스트리트 모터 페스티벌","대구스트리트모터페스티벌",20,"문화축제"
24939,"2022-01","700","대구약령시한방문화축제","대구약령시한방문화축제",60,"문화축제"
24942,"2022-01","702","대구치맥페스티벌","대구치맥페스티벌",440,"문화축제"
24945,"2022-01","701","대구포크페스티벌","대구포크페스티벌",30,"문화축제"
24948,"2022-01","426","대금산진달래축제","대금산진달래축제",12,"문화축제"
24951,"2022-01","15","도봉구 등축제","도봉구등축제",17,"문화축제"
24953,"2022-01","13","도봉구민 건강축제","도봉구민건강축제",12,"문화축제"
24954,"2022-01","1015","독일마을 맥주축제","독일마을맥주축제",50,"문화축제"
24957,"2022-01","481","동강국제사진제","동강국제사진제",30,"문화축제"
24960,"2022-01","768","동래읍성역사축제","동래읍성역사축제",90,"문화축제"
24965,"2022-01","911","동성로축제","동성로축제",50,"문화축제"
24969,"2022-01","907","동해무릉제","동해무릉제",20,"문화축제"
24972,"2022-01","472","땅끝 해넘이·해맞이 축제","땅끝해넘이해맞이축제",23,"문화축제"
24973,"2022-01","465","땅끝매화축제","땅끝매화축제",30,"문화축제"
24976,"2022-01","1096","롤링나이트 2019","롤링나이트",14,"문화축제"
24979,"2022-01","178","류방택 별 축제","류방택별축제",38,"문화축제"
24984,"2022-01","660","마산만날제","마산만날제",130,"문화축제"
24988,"2022-01","629","명량대첩축제","명량대첩축제",60,"문화축제"
24993,"2022-01","892","목포항구축제","목포항구축제",60,"문화축제"
24996,"2022-01","174","무창포신비의바닷길축제","무창포신비의바닷길축제",14,"문화축제"
24998,"2022-01","579","문경사과축제","문경사과축제",370,"문화축제"
25001,"2022-01","578","문경오미자축제","문경오미자축제",30,"문화축제"
25004,"2022-01","576","문경찻사발축제","문경찻사발축제",260,"문화축제"
25007,"2022-01","1054","민둥산억새꽃축제","민둥산억새꽃축제",110,"문화축제"
25010,"2022-01","128","밀양아리랑대축제","밀양아리랑대축제",90,"문화축제"
25013,"2022-01","432","바다로 세계로","바다로세계로",50,"문화축제"
25016,"2022-01","496","반딧불축제","반딧불축제",140,"문화축제"
25019,"2022-01","856","방선문축제","방선문축제",12,"문화축제"
25021,"2022-01","1033","배꼽축제","배꼽축제",170,"문화축제"
25024,"2022-01","754","배내골고로쇠축제","배내골고로쇠축제",13,"문화축제"
25027,"2022-01","756","배내골사과축제","배내골사과축제",26,"문화축제"
25029,"2022-01","80","백마권역겨울놀이축제","백마권역겨울놀이축제",160,"문화축제"
25034,"2022-01","38","백제문화제","백제문화제",940,"문화축제"
25037,"2022-01","522","벌교꼬막축제","벌교꼬막축제",190,"문화축제"
25040,"2022-01","640","법성포단오제","법성포단오제",18,"문화축제"
25043,"2022-01","173","보령머드축제","보령머드축제",2630,"문화축제"
25048,"2022-01","519","보성다향대축제","보성다향대축제",80,"문화축제"
25052,"2022-01","521","보성차밭 빛축제","보성차밭빛축제",350,"문화축제"
25055,"2022-01","1116","보은대추축제","보은대추축제",110,"문화축제"
25058,"2022-01","732","봉화송이축제","봉화송이축제",40,"문화축제"
25061,"2022-01","731","봉화은어축제","봉화은어축제",330,"문화축제"
25064,"2022-01","780","부산 차이나타운특구 문화축제","부산차이나타운특구문화축제",17,"문화축제"
25067,"2022-01","1108","부산고등어축제","부산고등어축제",70,"문화축제"
25070,"2022-01","743","부산국제록페스티벌","부산국제록페스티벌",50,"문화축제"
25073,"2022-01","742","부산바다축제","부산바다축제",130,"문화축제"
25076,"2022-01","744","부산불꽃축제","부산불꽃축제",7350,"문화축제"
25079,"2022-01","724","부산자갈치축제","부산자갈치축제",70,"문화축제"
25082,"2022-01","726","부산크리스마스트리문화축제","부산크리스마스트리문화축제",1140,"문화축제"
25085,"2022-01","745","부산크리스마스트리축제","부산크리스마스트리축제",18,"문화축제"
25086,"2022-01","747","부산항축제","부산항축제",160,"문화축제"
25089,"2022-01","525","부안마실축제","부안마실축제",130,"문화축제"
25092,"2022-01","37","부여서동연꽃축제","부여서동연꽃축제",160,"문화축제"
25095,"2022-01","450","부천국제만화축제","부천국제만화축제",170,"문화축제"
25098,"2022-01","906","부천국제애니메이션페스티벌","부천국제애니메이션페스티벌",310,"문화축제"
25101,"2022-01","901","부천국제판타스틱영화제","부천국제판타스틱영화제",1540,"문화축제"
25104,"2022-01","904","부천세계비보이대회","부천세계비보이대회",17,"문화축제"
25108,"2022-01","75","블랙뮤직페스티벌","블랙뮤직페스티벌",40,"문화축제"
25116,"2022-01","110","산타축제","산타축제",15,"문화축제"
25118,"2022-01","181","삼길포우럭축제","삼길포우럭축제",14,"문화축제"
25121,"2022-01","389","삼척맹방유채꽃축제","삼척맹방유채꽃축제",13,"문화축제"
25124,"2022-01","391","삼척장미축제","삼척장미축제",70,"문화축제"
25128,"2022-01","390","삼척황영조국제마라톤대회","삼척황영조국제마라톤대회",13,"문화축제"
25130,"2022-01","559","삽교호조개구이 축제","삽교호조개구이축제",187,"문화축제"
