SEQ_NO,SCCNT_YM,ORIGIN_ID,REPRSNT_KWRD_NM,SRCHWRD_NM,SCCNT_VALUE,ORIGIN_CL_NM
"18761","2021-04","763","강릉단오제","강릉단오제","5440","문화축제"
"18304","2021-04","997","2014 안양시민축제","안양시민축제","60","문화축제"
"18310","2021-04","992","2015 안양 시민축제","안양시민축제","60","문화축제"
"18316","2021-04","396","2016 대가야체험축제","대가야체험축제","50","문화축제"
"18322","2021-04","945","2016 대구약령시한방문화축제","대구약령시한방문화축제","140","문화축제"
"18328","2021-04","994","2016 안양 시민축제","안양시민축제","60","문화축제"
"18334","2021-04","996","2016 제5회 안양공공예술프로젝트","안양공공예술프로젝트","30","문화축제"
"18340","2021-04","819","2016 평생학습 박람회 & 제6회 도서관책문화축제","평생학습박람회","60","문화축제"
"18350","2021-04","952","2017 대구약령시한방문화축제","대구약령시한방문화축제","140","문화축제"
"18357","2021-04","1001","2017 안양 시민축제","안양시민축제","60","문화축제"
"18361","2021-04","998","2017 안양충훈벚꽃축제","안양충훈벚꽃축제","390","문화축제"
"18366","2021-04","628","2017 얼음나라화천 산천어축제","얼음나라화천산천어축제","130","문화축제"
"18372","2021-04","4","2017 영동곶감축제","영동곶감축제","30","문화축제"
"18380","2021-04","289","2018 계룡산벚꽃축제","계룡산벚꽃축제","50","문화축제"
"18385","2021-04","287","2018 계룡산산신제","계룡산산신제","100","문화축제"
"18390","2021-04","286","2018 공주 석장리 세계구석기축제","공주석장리세계구석기축제","330","문화축제"
"18396","2021-04","962","2018 대구약령시한방문화축제","대구약령시한방문화축제","140","문화축제"
"18403","2021-04","1123","2018 무안황토갯벌축제","무안황토갯벌축제","60","문화축제"
"18410","2021-04","799","2018 안산 김홍도축제","안산김홍도축제","40","문화축제"
"18416","2021-04","1005","2018 안양 시민축제","안양시민축제","60","문화축제"
"18421","2021-04","1002","2018 안양충훈벚꽃축제","안양충훈벚꽃축제","390","문화축제"
"18426","2021-04","285","2018 웅진성수문병 근무교대식","웅진성수문병근무교대식","30","문화축제"
"18435","2021-04","501","2018 전주비빔밥축제","전주비빔밥축제","340","문화축제"
"18440","2021-04","1056","2018 정선고드름축제","정선고드름축제","17","문화축제"
"18446","2021-04","444","2018 종로한복축제","종로한복축제","320","문화축제"
"18452","2021-04","1094","2019 강남페스티벌","강남페스티벌","90","문화축제"
"18457","2021-04","298","2019 계룡산벚꽃축제","계룡산벚꽃축제","50","문화축제"
"18462","2021-04","296","2019 계룡산산신제","계룡산산신제","100","문화축제"
"18468","2021-04","609","2019 고양가을꽃축제","고양가을꽃축제","210","문화축제"
"18474","2021-04","597","2019 고양국제꽃박람회","고양국제꽃박람회","1420","문화축제"
"18480","2021-04","602","2019 고양행주문화제","고양행주문화제","70","문화축제"
"18486","2021-04","610","2019 고양호수예술축제","고양호수예술축제","130","문화축제"
"18492","2021-04","295","2019 공주 석장리 구석기축제","공주석장리구석기축제","290","문화축제"
"18498","2021-04","863","2019 곶자왈 반딧불이 축제","곶자왈반딧불이축제","590","문화축제"
"18504","2021-04","306","2019 군포철쭉축제","군포철쭉축제","5800","문화축제"
"18509","2021-04","223","2019 금정산성축제","금정산성축제","30","문화축제"
"18515","2021-04","975","2019 대구약령시한방문화축제","대구약령시한방문화축제","140","문화축제"
"18524","2021-04","862","2019 보목자리돔축제","보목자리돔축제","20","문화축제"
"18529","2021-04","150","2019 보정역생활문화센터 <청춘파티  - 특별프로그램>","보정역생활문화센터","70","문화축제"
"18535","2021-04","889","2019 부평풍물대축제","부평풍물대축제","280","문화축제"
"18539","2021-04","859","2019 사려니숲 에코힐링 체험","사려니숲에코힐링체험","40","문화축제"
"18542","2021-04","384","2019 수원등불축제","수원등불축제","29","문화축제"
"18548","2021-04","382","2019 수원연극축제","수원연극축제","100","문화축제"
"18554","2021-04","365","2019 순천 푸드앤아트 페스티벌","순천푸드앤아트페스티벌","30","문화축제"
"18560","2021-04","152","2019 신안 섬 갯벌 축제","신안섬갯벌축제","38","문화축제"
"18565","2021-04","1057","2019 안성맞춤 남사당 바우덕이축제","안성맞춤남사당바우덕이축제","25","문화축제"
"18568","2021-04","1047","2019 양주 천만송이 천일홍 축제","양주천만송이천일홍축제","16","문화축제"
"18572","2021-04","980","2019 여주오곡나루축제(취소)","여주오곡나루축제","110","문화축제"
"18578","2021-04","36","2019 예천세계활축제","예천세계활축제","28","문화축제"
"18581","2021-04","894","2019 오륙도 평화축제","오륙도평화축제","40","문화축제"
"18585","2021-04","294","2019 웅진성수문병 근무교대식","웅진성수문병근무교대식","30","문화축제"
"18594","2021-04","54","2019 정읍벚꽃축제","정읍벚꽃축제","130","문화축제"
"18600","2021-04","462","2019 제8회 서울동화축제","서울동화축제","170","문화축제"
"18606","2021-04","864","2019 제주 메밀축제","제주메밀축제","40","문화축제"
"18612","2021-04","664","2019 제주들불축제","제주들불축제","1930","문화축제"
"18618","2021-04","665","2019 제주왕벚꽃축제","제주왕벚꽃축제","490","문화축제"
"18622","2021-04","398","2019 진안고원 꽃잔디축제","진안고원꽃잔디축제","47","문화축제"
"18627","2021-04","400","2019 진안홍삼축제","진안홍삼축제","110","문화축제"
"18630","2021-04","518","2019 태화강 국제 재즈페스티벌","태화강국제재즈페스티벌","30","문화축제"
"18640","2021-04","513","2019년 울산 마두희 축제","울산마두희축제","60","문화축제"
"18646","2021-04","506","2019년 제15회 해운대모래축제","해운대모래축제","4480","문화축제"
"18652","2021-04","514","2019년 한글문화예술제","한글문화예술제","16","문화축제"
"18660","2021-04","487","2019청도반시축제","청도반시축제","30","문화축제"
"18668","2021-04","485","2019청도소싸움축제","청도소싸움축제","130","문화축제"
"18674","2021-04","694","2019컬러풀대구페스티벌","컬러풀대구페스티벌","40","문화축제"
"18678","2021-04","226","4.19혁명 국민문화제 2019","419혁명국민문화제","60","문화축제"
"18684","2021-04","910","「제34회 대구약령시 한방문화축제」","대구약령시한방문화축제","140","문화축제"
"18690","2021-04","917","「제35회 대구약령시 한방문화축제」","대구약령시한방문화축제","140","문화축제"
"18696","2021-04","924","「제36회 대구약령시 한방문화축제」","대구약령시한방문화축제","140","문화축제"
"18702","2021-04","931","「제37회 대구약령시 한방문화축제」","대구약령시한방문화축제","140","문화축제"
"18708","2021-04","235","가야문화축제","가야문화축제","520","문화축제"
"18714","2021-04","845","가파도청보리축제","가파도청보리축제","39270","문화축제"
"18720","2021-04","154","간재미 축제","간재미축제","35","문화축제"
"18725","2021-04","1120","간절곶해맞이","간절곶해맞이","19","문화축제"
"18729","2021-04","86","감물감자축제","감물감자축제","14","문화축제"
"18734","2021-04","366","감천문화마을 골목축제","감천문화마을골목축제","30","문화축제"
"18738","2021-04","299","갑사황매화 축제","갑사황매화축제","90","문화축제"
"18743","2021-04","111","강감찬축제","강감찬축제","100","문화축제"
"18749","2021-04","187","강경젓갈축제","강경젓갈축제","230","문화축제"
"18755","2021-04","586","강동선사문화축제","강동선사문화축제","140","문화축제"
"18767","2021-04","764","강릉커피축제","강릉커피축제","690","문화축제"
"18774","2021-04","115","개천예술제","개천예술제","310","문화축제"
"18779","2021-04","437","거제 대구수산물 축제","거제대구수산물축제","10","문화축제"
"18783","2021-04","436","거제 섬꽃축제","거제섬꽃축제","310","문화축제"
"18792","2021-04","434","거제맥주축제","거제맥주축제","40","문화축제"
"18798","2021-04","615","거창크리스마스트리문화축제","거창크리스마스트리문화축제","20","문화축제"
"18804","2021-04","614","거창한마당대축제","거창한마당대축제","20","문화축제"
"18810","2021-04","101","겨울왕국 제천페스티벌","겨울왕국제천페스티벌","18","문화축제"
"18816","2021-04","766","경산자인단오제","경산자인단오제","270","문화축제"
